ingredient,measurement,name,unit
Sweet chili powder,1,Underneath The Mango Tree,units
Mango-flavored vodka,1,Underneath The Mango Tree,oz
Peach liqueur,0.5,Underneath The Mango Tree,oz
Lime juice,0.75,Underneath The Mango Tree,oz
Simple syrup,0.5,Underneath The Mango Tree,oz
Ginger ale,2,Underneath The Mango Tree,oz
Sloe gin,0.75,Union Jack Cocktail,oz
Gin,1.5,Union Jack Cocktail,oz
Grenadine,0.5,Union Jack Cocktail,oz
Cachaca,1,Urban Anxiety,oz
Sweet vermouth,1,Urban Anxiety,oz
Cynar,0.75,Urban Anxiety,oz
Angostura bitters,2,Urban Anxiety,oz
Grapefruit twist,1,Urban Anxiety,units
Flamed,1,Urban Anxiety,units
Reposado blanco tequila,2,Vagabundo,oz
Pineapple juice,1.5,Vagabundo,oz
Fresh celery juice,1.5,Vagabundo,oz
Lime juice,0.5,Vagabundo,oz
Lime wheels,1,Vagabundo,units
Light rum,3,Van Vleet,oz
Maple syrup,1,Van Vleet,oz
Lemon juice,1,Van Vleet,oz
Vodka,1.5,Velvet Hammer No. 1,oz
Creme de cacao,1,Velvet Hammer No. 1,oz
Light cream,1,Velvet Hammer No. 1,oz
Strega,1.5,Velvet Hammer No. 2,oz
White creme de cacao,1,Velvet Hammer No. 2,oz
Light cream,1,Velvet Hammer No. 2,oz
Vodka,1.75,Velvet Peach Hammer,oz
Peach schnapps,0.75,Velvet Peach Hammer,oz
Simple syrup,0.25,Velvet Peach Hammer,oz
Lemon juice,0.5,Velvet Peach Hammer,oz
Blanco tequila,1.5,Venial Sin,oz
Mezcal,0.5,Venial Sin,oz
Yellow chartreuse,0.5,Venial Sin,oz
Elderflower liqueur,0.25,Venial Sin,oz
Maraschino liqueur,0.25,Venial Sin,oz
Gin,1.5,Verboten,oz
Forbidden fruit,1,Verboten,oz
Orange juice,1,Verboten,oz
Lemon juice,1,Verboten,oz
Creme de cassis,0.75,Vermouth Cassis,oz
Dry vermouth,1.5,Vermouth Cassis,oz
Light rum,1,Vesuvio,oz
Lemon juice,0.5,Vesuvio,oz
Powdered sugar,1,Vesuvio,oz
Egg white,0.5,Vesuvio,units
Sweet vermouth,0.5,Vesuvio,oz
Old mr. boston vodka,1.5,Victor Collins,oz
Unsweetened grape juice,3,Victor Collins,oz
Lemon juice,3,Victor Collins,oz
Powdered sugar,1,Victor Collins,oz
Vodka,1.5,Victory Collins,oz
Unsweetened grape juice,2,Victory Collins,oz
Lemon juice,1,Victory Collins,oz
Simple syrup,0.5,Victory Collins,oz
Lemon juice,0.5,Violet Fizz,oz
Powdered sugar,0.5,Violet Fizz,oz
Old mr. boston dry gin,1.5,Violet Fizz,oz
Creme yvette,1,Violet Fizz,oz
Lemon juice,0.5,Violet Fizz Juice,oz
Powdered sugar,0.5,Violet Fizz Juice,oz
Old mr. boston dry gin,1.5,Violet Fizz Juice,oz
Creme yvette,1,Violet Fizz Juice,oz
Gin,1,Virgin,oz
White creme de menthe,0.5,Virgin,oz
Forbidden fruit,1,Virgin,oz
Ripe pear,2,Virginia Dare,oz
Dark rum,2,Virginia Dare,oz
Benedictine,0.5,Virginia Dare,oz
Angostura bitters,2,Virginia Dare,oz
Lime wedges,1,Viva Villa,units
Coarse salt,1,Viva Villa,oz
Blanco tequila,1.5,Viva Villa,oz
Lime juice,1,Viva Villa,oz
Simple syrup,0.5,Viva Villa,oz
Vodka,2,Vodka Collins,oz
Lemon juice,0.75,Vodka Collins,oz
Simple syrup,0.75,Vodka Collins,oz
Soda water,3,Vodka Collins,oz
Vodka,2,Vodka Cooler,oz
Simple syrup,0.5,Vodka Cooler,oz
Orange,1,Vodka Cooler,units
Soda water,3,Vodka Cooler,oz
Ginger ale,3,Vodka Cooler with Ginger ale,oz
Vodka,2,Vodka Cooler with Ginger ale,oz
Simple syrup,0.5,Vodka Cooler with Ginger ale,oz
Orange,1,Vodka Cooler with Ginger ale,units
Vodka,2,Vodka Daisy,oz
Lemon juice,1,Vodka Daisy,oz
Simple syrup,0.5,Vodka Daisy,oz
Grenadine,1,Vodka Daisy,oz
Vodka,1.5,Vodka Gimlet,oz
Lime juice,1,Vodka Gimlet,oz
Simple syrup,0.5,Vodka Gimlet,oz
Vodka,0.75,Vodka Grasshopper,oz
Green creme de menthe,0.75,Vodka Grasshopper,oz
White creme de cacao,0.75,Vodka Grasshopper,oz
Half-and-half,0.75,Vodka Grasshopper,oz
Old mr. boston vodka,0.75,Vodka Grasshopper Cocktail,oz
Old mr. boston green creme de menthe,0.75,Vodka Grasshopper Cocktail,oz
Old mr. boston white creme de cacao,0.75,Vodka Grasshopper Cocktail,oz
Old mr. boston vodka,1.5,Vodka Gypsy Cocktail,oz
Benedictine,0.75,Vodka Gypsy Cocktail,oz
Angostura bitters,1,Vodka Gypsy Cocktail,oz
Mr. boston vodka,1.5,Vodka Martini,oz
Dry vermouth,0.75,Vodka Martini,oz
Vodka,2,Vodka Sling,oz
Lemon juice,1,Vodka Sling,oz
Simple syrup,0.5,Vodka Sling,oz
Orange wheel,1,Vodka Sling,units
Vodka,2,Vodka Sour,oz
Vodka,2,Vodka Sour,oz
Lemon juice,0.75,Vodka Sour,oz
Simple syrup,0.75,Vodka Sour,oz
Vodka,1,Vodka Stinger,oz
White creme de menthe,1,Vodka Stinger,oz
Vodka,2,Vodka and Apple Juice,oz
Apple juice,1,Vodka and Apple Juice,oz
Vodka,2,Vodka and Tonic,oz
Tonic water,1,Vodka and Tonic,units
Lemon,1,Vodka and Tonic,units
Lime wedges,1,Vodka and Tonic with Lime wedge,units
Vodka,2,Vodka and Tonic with Lime wedge,oz
Tonic water,1,Vodka and Tonic with Lime wedge,units
Gin,1.5,Vow Of Silence,oz
Grapefruit juice,0.75,Vow Of Silence,oz
Lime juice,0.5,Vow Of Silence,oz
Yellow chartreuse,0.5,Vow Of Silence,oz
Amaro,0.25,Vow Of Silence,oz
Simple syrup,0.25,Vow Of Silence,oz
Gin,0.75,Waikiki Beachcomber,oz
Triple sec,0.75,Waikiki Beachcomber,oz
Pineapple juice,0.5,Waikiki Beachcomber,oz
Cucumber,3,Waiting On Summer,oz
Fresh sage leaves,3,Waiting On Summer,oz
Lime juice,0.5,Waiting On Summer,oz
Blanco tequila,1.5,Waiting On Summer,oz
Simple syrup,0.75,Waiting On Summer,oz
Ginger ale,3,Waiting On Summer,oz
Strawberries,1,Waiting On Summer,units
Gin,1.5,Wallick Cocktail,oz
Dry vermouth,1.5,Wallick Cocktail,oz
Triple sec,1,Wallick Cocktail,oz
Lime wedges,1,Wallis Blue Cocktail,units
Superfine sugar,1,Wallis Blue Cocktail,oz
Gin,1,Wallis Blue Cocktail,oz
Triple sec,1,Wallis Blue Cocktail,oz
Lime juice,1,Wallis Blue Cocktail,oz
Vodka,1.5,Warsaw Cocktail,oz
Blackberry-flavored brandy,0.5,Warsaw Cocktail,oz
Dry vermouth,0.5,Warsaw Cocktail,oz
Lemon juice,1,Warsaw Cocktail,oz
Dry vermouth,1.5,Washington Cocktail,oz
Brandy,0.75,Washington Cocktail,oz
Bitters,2,Washington Cocktail,oz
Sugar syrup,0.5,Washington Cocktail,oz
Gin,0.75,Water Lily,oz
Triple sec,0.75,Water Lily,oz
Creme de violette,0.75,Water Lily,oz
Lemon juice,0.75,Water Lily,oz
Orange wheel,1,Water Lily,units
Powdered sugar,0.5,Waterbury Cocktail,oz
Lemon juice,0.25,Waterbury Cocktail,oz
Egg white,1,Waterbury Cocktail,units
Brandy,1.5,Waterbury Cocktail,oz
Grenadine,0.5,Waterbury Cocktail,oz
Light rum,1,Waterloo,oz
Orange juice,3,Waterloo,oz
Mandarine napoleon liqueur,0.5,Waterloo,oz
Lime juice,0.5,Webster Cocktail,oz
Apricot flavored brandy,1.5,Webster Cocktail,oz
Dry vermouth,0.5,Webster Cocktail,oz
Gin,1,Webster Cocktail,oz
Orange juice,1.5,Wedding Belle Cocktail,oz
Cherry-flavored brandy,1.5,Wedding Belle Cocktail,oz
Gin,0.75,Wedding Belle Cocktail,oz
Dubonnet,0.75,Wedding Belle Cocktail,oz
Lime juice,0.5,Weep-No-More Cocktail,oz
Dubonnet,0.75,Weep-No-More Cocktail,oz
Brandy,0.75,Weep-No-More Cocktail,oz
Maraschino,0.25,Weep-No-More Cocktail,oz
Dry vermouth,0.75,Wembley Cocktail,oz
Gin,1.5,Wembley Cocktail,oz
Apricot-flavored brandy,0.25,Wembley Cocktail,oz
Apple brandy,0.5,Wembley Cocktail,oz
Gin,1.5,Wembly Cocktail,oz
Dry vermouth,0.75,Wembly Cocktail,oz
Apple brandy,0.5,Wembly Cocktail,oz
Apricot-flavored brandy,0.5,Wembly Cocktail,oz
Lemon-flavored vodka,1.5,West Side,oz
Lemon juice,0.75,West Side,oz
Simple syrup,0.5,West Side,oz
Mint leaves,6,West Side,units
Gin,1,Western Rose,oz
Dry vermouth,0.5,Western Rose,oz
Apricot-flavored brandy,0.5,Western Rose,oz
Lemon juice,1,Western Rose,oz
Old mr. boston apricot flavored brandy,0.5,Western Rose Cocktail,oz
Old mr. boston dry gin,1,Western Rose Cocktail,oz
Dry vermouth,0.5,Western Rose Cocktail,oz
Lemon juice,0.25,Western Rose Cocktail,oz
Gin,1,What The Hell,oz
Dry vermouth,1,What The Hell,oz
Apricot flavored brandy,1,What The Hell,oz
Lemon juice,1,What The Hell,oz
Egg,1,Whiskey Flip,units
Powdered sugar,1,Whiskey Flip,oz
Blended whiskey,1,Whiskey Flip,oz
Light cream,2,Whiskey Flip,oz
Powdered sugar,1,Whiskey Milk Punch,oz
Blended whiskey,2,Whiskey Milk Punch,oz
Lump of sugar,1,Whiskey Skin,units
Boiling water,1,Whiskey Skin,units
Blended whiskey,2,Whiskey Skin,oz
Lemon peel,1,Whiskey Skin,units
Powdered sugar,0.5,Whiskey Toddy (cold),oz
Blended whiskey,2,Whiskey Toddy (cold),oz
Vanilla ice cream,1,White Cargo Cocktail,oz
Mr. boston gin,1,White Cargo Cocktail,oz
Gin,1.5,White Elephant,oz
Sweet vermouth,1,White Elephant,oz
Egg white,1,White Elephant,units
Gin,1.5,White Lady,oz
Triple sec,0.75,White Lady,oz
Egg white,1,White Lady Cocktail,units
Powdered sugar,1,White Lady Cocktail,oz
Sweet cream,1,White Lady Cocktail,oz
Old mr. boston dry gin,1.5,White Lady Cocktail,oz
Light rum,0.75,White Lily Cocktail,oz
Triple sec,0.75,White Lily Cocktail,oz
Gin,0.75,White Lily Cocktail,oz
Anisette,1,White Lily Cocktail,oz
Light rum,1.5,White Lion Cocktail,oz
Lemon juice,1,White Lion Cocktail,oz
Simple syrup,0.5,White Lion Cocktail,oz
Grenadine,1,White Lion Cocktail,oz
Angostura bitters,2,White Lion Cocktail,oz
Blended whiskey,2,White Plush,oz
Milk,1,White Plush,oz
Powdered sugar,1,White Plush,oz
Gin,0.75,White Rose Cocktail,oz
Orange juice,1,White Rose Cocktail,oz
Lime juice,1,White Rose Cocktail,oz
Maraschino,0.5,White Rose Cocktail,oz
Egg white,1,White Rose Cocktail,units
Vodka,2,White Russian,oz
Coffee liqueur,1,White Russian,oz
Milk,1,White Russian,oz
Half-and-half,1,White Russian with Half-and-half,oz
Vodka,2,White Russian with Half-and-half,oz
Coffee liqueur,1,White Russian with Half-and-half,oz
Gin,1,White Spider,oz
Lemon juice,0.75,White Spider,oz
Triple sec,0.5,White Spider,oz
Simple syrup,0.25,White Spider,oz
Gin,1,Why Not?,oz
Apricot flavored brandy,1,Why Not?,oz
Dry vermouth,0.5,Why Not?,oz
Lemon juice,1,Why Not?,oz
Benedictine,1.5,Widow's Dream,oz
Egg,1,Widow's Dream,units
Benedictine,1.5,Widow's Dream Cocktail,oz
Egg,1,Widow's Dream Cocktail,units
Old mr. boston five star brandy,1,Widow's Kiss Cocktail,oz
Yellow chartreuse,0.5,Widow's Kiss Cocktail,oz
Benedictine,0.5,Widow's Kiss Cocktail,oz
Peychaud bitters,1,Widow's Kiss Cocktail,oz
Light rum,0.5,Wiki Waki Woo,oz
151-proof rum,0.5,Wiki Waki Woo,oz
Each vodka,0.5,Wiki Waki Woo,oz
Tequila blanco,0.5,Wiki Waki Woo,oz
Triple sec,0.5,Wiki Waki Woo,oz
Amaretto,1,Wiki Waki Woo,oz
Orange juice,1,Wiki Waki Woo,oz
Pineapple juice,1,Wiki Waki Woo,oz
Cranberry juice,1,Wiki Waki Woo,oz
Orange wheel,1,Wiki Waki Woo,units
Maraschino cherry,1,Wiki Waki Woo,units
Gin,1.5,Will Rogers,oz
Dry vermouth,0.5,Will Rogers,oz
Orange juice,0.5,Will Rogers,oz
Triple sec,1,Will Rogers,oz
Gin,1.5,Wolf's Bite,oz
Grapefruit juice,1,Wolf's Bite,oz
Green chartreuse,0.5,Wolf's Bite,oz
Gin,1.5,Woodstock,oz
Lemon juice,1,Woodstock,oz
Maple syrup,1.5,Woodstock,oz
Orange bitters,1,Woodstock,oz
Lemon juice,1,X. Y. Z. Cocktail,oz
Old mr. boston triple sec,0.5,X. Y. Z. Cocktail,oz
Old mr. boston rum,1,X. Y. Z. Cocktail,oz
Light rum,1,X.Y.Z. Cocktail,oz
Triple sec,0.5,X.Y.Z. Cocktail,oz
Lemon juice,0.5,X.Y.Z. Cocktail,oz
Gin,0.75,Xanthia Cocktail,oz
Cherry-flavored brandy,0.75,Xanthia Cocktail,oz
Yellow chartreuse,0.75,Xanthia Cocktail,oz
Gin,1.5,Yale Cocktail,oz
Dry vermouth,0.5,Yale Cocktail,oz
Blue curacao,1,Yale Cocktail,oz
Angostura bitters,1,Yale Cocktail,oz
Gin,1,Yellow Rattler,oz
Orange juice,1,Yellow Rattler,oz
Dry vermouth,0.5,Yellow Rattler,oz
Sweet vermouth,0.5,Yellow Rattler,oz
Blanco tequila,2,Yellow Rose Of Texas,oz
Lemon juice,0.75,Yellow Rose Of Texas,oz
Simple syrup,0.5,Yellow Rose Of Texas,oz
Yellow chartreuse,0.25,Yellow Rose Of Texas,oz
Rose water,3,Yellow Rose Of Texas,oz
Pineapple juice,2,Yellowjacket,oz
Orange juice,2,Yellowjacket,oz
Lemon juice,0.5,Yellowjacket,oz
Sake,2.5,Yokahama Romance,oz
Gin,1,Yokahama Romance,oz
Maraschino liqueur,0.25,Yokahama Romance,oz
Unsprayed rose petal,1,Yokahama Romance,oz
Brandy,0.5,Yolanda,oz
Gin,0.5,Yolanda,oz
Anisette,0.5,Yolanda,oz
Sweet vermouth,1,Yolanda,oz
Grenadine,1,Yolanda,oz
Gin,1.5,Zaza Cocktail,oz
Dubonnet,0.75,Zaza Cocktail,oz
Mr. boston creme de menthe,2,Zero Mint,oz
Coarse salt,1,Cactus Berry,oz
Gold rum,1,Zombie,oz
151-proof rum,1,Zombie,oz
Light rum,1,Zombie,oz
Lime juice,1,Zombie,oz
Lemon juice,1,Zombie,oz
Pineapple juice,1,Zombie,oz
Passion fruit syrup,1,Zombie,oz
Demerara syrup,2,Zombie,oz
Tiki (such as bittermen's 'elemakule),1,Zombie,oz
Angostura bitters,1,Zombie with Angostura bitters,oz
Gold rum,1,Zombie with Angostura bitters,oz
151-proof rum,1,Zombie with Angostura bitters,oz
Light rum,1,Zombie with Angostura bitters,oz
Lime juice,1,Zombie with Angostura bitters,oz
Lemon juice,1,Zombie with Angostura bitters,oz
Pineapple juice,1,Zombie with Angostura bitters,oz
Passion fruit syrup,1,Zombie with Angostura bitters,oz
Demerara syrup,2,Zombie with Angostura bitters,oz
Blueberry,1,Tequila Smash,units
Maraschino cherry,1,Mai-Tai (Trader Vic Version) with Simple syrup,units
Maraschino cherry,1,Mai-Tai (Trader Vic Version),units
